Election Code,Election Title,County Code,County Name,Contest Code,Contest Title,Candidate Number,Candidate Name,Votes,Party Code
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,55,Pike,01000900,UNITED STATES SENATOR,002,Roy S. Moore,4154,REP
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,55,Pike,01000900,UNITED STATES SENATOR,003,Write-In,97,NON
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,56,Randolph,01000900,UNITED STATES SENATOR,001,Doug Jones,1692,DEM
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,56,Randolph,01000900,UNITED STATES SENATOR,002,Roy S. Moore,3229,REP
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,56,Randolph,01000900,UNITED STATES SENATOR,003,Write-In,23,NON
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,57,Russell,01000900,UNITED STATES SENATOR,001,Doug Jones,6761,DEM
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,57,Russell,01000900,UNITED STATES SENATOR,002,Roy S. Moore,3622,REP
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,57,Russell,01000900,UNITED STATES SENATOR,003,Write-In,55,NON
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,58,Shelby,01000900,UNITED STATES SENATOR,001,Doug Jones,27251,DEM
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,58,Shelby,01000900,UNITED STATES SENATOR,002,Roy S. Moore,36424,REP
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,58,Shelby,01000900,UNITED STATES SENATOR,003,Write-In,1718,NON
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,59,St. Clair,01000900,UNITED STATES SENATOR,001,Doug Jones,6203,DEM
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,59,St. Clair,01000900,UNITED STATES SENATOR,002,Roy S. Moore,15876,REP
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,59,St. Clair,01000900,UNITED STATES SENATOR,003,Write-In,459,NON
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,60,Sumter,01000900,UNITED STATES SENATOR,001,Doug Jones,3527,DEM
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,60,Sumter,01000900,UNITED STATES SENATOR,002,Roy S. Moore,814,REP
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,60,Sumter,01000900,UNITED STATES SENATOR,003,Write-In,18,NON
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,61,Talladega,01000900,UNITED STATES SENATOR,001,Doug Jones,9967,DEM
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,61,Talladega,01000900,UNITED STATES SENATOR,002,Roy S. Moore,9698,REP
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,61,Talladega,01000900,UNITED STATES SENATOR,003,Write-In,223,NON
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,62,Tallapoosa,01000900,UNITED STATES SENATOR,001,Doug Jones,4590,DEM
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,62,Tallapoosa,01000900,UNITED STATES SENATOR,002,Roy S. Moore,7171,REP
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,62,Tallapoosa,01000900,UNITED STATES SENATOR,003,Write-In,148,NON
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,62,Tallapoosa,62010200,3 MILL SCHOOL DISTRICT TAX,001,For   Proposed Taxation,1386,NON
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,62,Tallapoosa,62010200,3 MILL SCHOOL DISTRICT TAX,002,Against  Proposed Taxation,5205,NON
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,63,Tuscaloosa,01000900,UNITED STATES SENATOR,001,Doug Jones,30858,DEM
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,63,Tuscaloosa,01000900,UNITED STATES SENATOR,002,Roy S. Moore,22064,REP
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,63,Tuscaloosa,01000900,UNITED STATES SENATOR,003,Write-In,1007,NON
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,64,Walker,01000900,UNITED STATES SENATOR,001,Doug Jones,4317,DEM
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,64,Walker,01000900,UNITED STATES SENATOR,002,Roy S. Moore,11909,REP
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,64,Walker,01000900,UNITED STATES SENATOR,003,Write-In,259,NON
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,65,Washington,01000900,UNITED STATES SENATOR,001,Doug Jones,1799,DEM
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,65,Washington,01000900,UNITED STATES SENATOR,002,Roy S. Moore,3320,REP
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,65,Washington,01000900,UNITED STATES SENATOR,003,Write-In,48,NON
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,65,Washington,65010200,TAX REFERENDUM,001,Yes,3559,NON
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,65,Washington,65010200,TAX REFERENDUM,002,No,1299,NON
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,66,Wilcox,01000900,UNITED STATES SENATOR,001,Doug Jones,3344,DEM
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,66,Wilcox,01000900,UNITED STATES SENATOR,002,Roy S. Moore,999,REP
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,66,Wilcox,01000900,UNITED STATES SENATOR,003,Write-In,16,NON
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,67,Winston,01000900,UNITED STATES SENATOR,001,Doug Jones,911,DEM
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,67,Winston,01000900,UNITED STATES SENATOR,002,Roy S. Moore,4680,REP
1000915,U.S. SENATE SPECIAL GENERAL ELECTION 2017,67,Winston,01000900,UNITED STATES SENATOR,003,Write-In,67,NON
